
SB0 SB40 SB35 MeanRec HarMeanRec Bnow
476575 190630 166801 3119.55 310.512 271695 
CV Recruit
4.36955 
Alternative 1 Alternative  Stock: goa_wp
Catch goa_wp
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2022  0 193957 211168 129754 129754 129754 129754 1.46974e-09 
2023  0 193957 211168 168342 168369 168575 169318 963.194 
2024  0 193957 211168 161521 162017 164896 175136 13349.7 
2025  0 193957 211168 118265 124088 151273 252046 115942 
2026  0 193957 211168 66894.2 82135 136351 350854 177275 
2027  0 193957 211168 31190 53874.6 135609 479331 244762 
2028  0 193957 211168 0 49939.2 143584 543013 274504 
2029  0 193957 211168 0 48557.1 156172 701139 307276 
2030  0 193957 211168 0 45717.2 152619 708564 291495 
2031  0 193957 211168 0 51663.2 159281 682635 293444 
2032  0 193957 211168 0 55444.8 166970 712077 311509 
2033  0 193957 211168 0 57256.3 170321 765622 311606 
2034  0 193957 211168 0 52845.1 168046 726111 313903 
2035  0 193957 211168 0 49561.6 166357 771999 318485 

Spawning_Biomass goa_wp
Year SSB100 SSBabc SSBofl LowCI_SSB Median_SSB Mean_SSB UpperCI_SSB Stdev_SSB 
2022 476575 190630 166801 248140 248140 248140 248140 1.5134e-09 
2023 476575 190630 166801 226545 226545 226545 226545 3.49246e-10 
2024 476575 190630 166801 209735 209835 210571 213236 3454.09 
2025 476575 190630 166801 187012 187881 192264 208520 19817.2 
2026 476575 190630 166801 153762 158618 180312 256568 97898.1 
2027 476575 190630 166801 109939 123174 167665 343741 181006 
2028 476575 190630 166801 89195.1 114426 181384 465259 243155 
2029 476575 190630 166801 76778.6 111378 190643 487070 267945 
2030 476575 190630 166801 67200.1 109460 202016 624292 286683 
2031 476575 190630 166801 60913.8 111860 203533 643673 296853 
2032 476575 190630 166801 56313.2 114924 207178 632928 308854 
2033 476575 190630 166801 54214.6 117961 209513 649685 293517 
2034 476575 190630 166801 55079.2 116454 213515 714589 300806 
2035 476575 190630 166801 53256.7 114586 211516 679216 292060 

Fishing_mortalitygoa_wp
Year F0 Fabc Fofl LowCI_F Median_F Mean_F UpperCI_F Stdev_F 
2022  0 0.283367 0.334834 0.249586 0.249586 0.249586 0.249586 4.35763e-15 
2023  0 0.283367 0.334834 0.283367 0.283367 0.283367 0.283367 1.11022e-15 
2024  0 0.283367 0.334834 0.283367 0.283367 0.283367 0.283367 1.11022e-15 
2025  0 0.283367 0.334834 0.277704 0.279046 0.27992 0.283367 0.0028152 
2026  0 0.283367 0.334834 0.225656 0.233194 0.242579 0.283367 0.0201362 
2027  0 0.283367 0.334834 0.157106 0.177729 0.198371 0.283367 0.0443536 
2028  0 0.283367 0.334834 0 0.163873 0.159943 0.283367 0.0977705 
2029  0 0.283367 0.334834 0 0.159358 0.136335 0.283367 0.117186 
2030  0 0.283367 0.334834 0 0.155235 0.136662 0.283367 0.118607 
2031  0 0.283367 0.334834 0 0.160056 0.13987 0.283367 0.118835 
2032  0 0.283367 0.334834 0 0.164019 0.142533 0.283367 0.119846 
2033  0 0.283367 0.334834 0 0.16917 0.14518 0.283367 0.119612 
2034  0 0.283367 0.334834 0 0.166698 0.144434 0.283367 0.121121 
2035  0 0.283367 0.334834 0 0.163876 0.141946 0.283367 0.122308 

Total_Biomassgoa_wp
Year B100 Babc Bofl LowCI_Biom Median_Biom Mean_Biom UpperCI_Biom Stdev_Biom 
2022 2.6702e+06 1.95173e+06 1.88523e+06 1.46093e+06 1.46093e+06 1.46093e+06 1.46093e+06 9.0804e-09 
2023 2.6702e+06 1.95173e+06 1.88523e+06 1.27963e+06 1.33728e+06 1.76399e+06 3.30803e+06 2.00155e+06 
2024 2.6702e+06 1.95173e+06 1.88523e+06 959996 1.09293e+06 1.59989e+06 3.56246e+06 1.99125e+06 
2025 2.6702e+06 1.95173e+06 1.88523e+06 664610 915220 1.76871e+06 4.94087e+06 3.04287e+06 
2026 2.6702e+06 1.95173e+06 1.88523e+06 492289 833063 1.71085e+06 5.7188e+06 2.43951e+06 
2027 2.6702e+06 1.95173e+06 1.88523e+06 374806 812133 1.91713e+06 6.97824e+06 3.56098e+06 
2028 2.6702e+06 1.95173e+06 1.88523e+06 328033 828932 1.75464e+06 6.33713e+06 2.62476e+06 
2029 2.6702e+06 1.95173e+06 1.88523e+06 296908 865666 1.95463e+06 7.45947e+06 3.33607e+06 
2030 2.6702e+06 1.95173e+06 1.88523e+06 291059 886079 1.9484e+06 6.63914e+06 3.16041e+06 
2031 2.6702e+06 1.95173e+06 1.88523e+06 280597 909412 1.95044e+06 7.36477e+06 2.97387e+06 
2032 2.6702e+06 1.95173e+06 1.88523e+06 283077 901928 1.93985e+06 6.66109e+06 3.09483e+06 
2033 2.6702e+06 1.95173e+06 1.88523e+06 274536 856427 1.97884e+06 7.38206e+06 3.7127e+06 
2034 2.6702e+06 1.95173e+06 1.88523e+06 273013 931265 1.98695e+06 7.62584e+06 3.34431e+06 
2035 2.6702e+06 1.95173e+06 1.88523e+06 264217 907169 1.97135e+06 7.68446e+06 3.38528e+06 
Alternative 3 Alternative  Stock: goa_wp
Catch goa_wp
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2022  0 193957 211168 129754 129754 129754 129754 1.46974e-09 
2023  0 193957 211168 116054 116073 116210 116708 644.94 
2024  0 193957 211168 118036 118368 120299 127169 8954.76 
2025  0 193957 211168 94433.6 98137.8 116778 184174 86105.6 
2026  0 193957 211168 68837.7 79985.7 117988 260403 149328 
2027  0 193957 211168 44974.9 65008.2 123052 359737 192673 
2028  0 193957 211168 30547.8 61877.1 131547 402574 219844 
2029  0 193957 211168 22567.5 60621.6 141698 518412 233740 
2030  0 193957 211168 13697.5 57396.2 139518 541263 247631 
2031  0 193957 211168 14891.4 63020.6 144870 514773 240393 
2032  0 193957 211168 13990 65164.9 148623 581592 246054 
2033  0 193957 211168 14140.9 66381.5 149560 561087 241531 
2034  0 193957 211168 13866.7 64263 147346 542859 241842 
2035  0 193957 211168 13314.9 60249.8 147683 593379 252992 

Spawning_Biomass goa_wp
Year SSB100 SSBabc SSBofl LowCI_SSB Median_SSB Mean_SSB UpperCI_SSB Stdev_SSB 
2022 476575 190630 166801 248140 248140 248140 248140 1.5134e-09 
2023 476575 190630 166801 229065 229065 229065 229065 1.22236e-09 
2024 476575 190630 166801 223106 223205 223942 226609 3457.43 
2025 476575 190630 166801 210096 211010 215456 231986 19969.4 
2026 476575 190630 166801 182336 187703 210532 292193 100687 
2027 476575 190630 166801 131939 146723 195726 394052 188554 
2028 476575 190630 166801 102024 131592 208154 551143 259549 
2029 476575 190630 166801 78280.9 122164 215545 563891 296520 
2030 476575 190630 166801 62147.6 116831 226622 727330 324455 
2031 476575 190630 166801 51941.4 116876 228149 780707 334872 
2032 476575 190630 166801 45157.9 117255 231459 778454 346002 
2033 476575 190630 166801 40747.6 120051 233890 826974 333569 
2034 476575 190630 166801 37801.4 123511 239151 804771 345633 
2035 476575 190630 166801 35822.7 121863 238014 799404 341314 

Fishing_mortalitygoa_wp
Year F0 Fabc Fofl LowCI_F Median_F Mean_F UpperCI_F Stdev_F 
2022  0 0.283367 0.334834 0.249586 0.249586 0.249586 0.249586 4.35763e-15 
2023  0 0.283367 0.334834 0.189726 0.189726 0.189726 0.189726 2.08167e-15 
2024  0 0.283367 0.334834 0.189726 0.189726 0.189726 0.189726 2.08167e-15 
2025  0 0.283367 0.334834 0.189726 0.189726 0.189726 0.189726 2.08167e-15 
2026  0 0.283367 0.334834 0.189726 0.189726 0.189726 0.189726 2.08167e-15 
2027  0 0.283367 0.334834 0.189726 0.189726 0.189726 0.189726 2.08167e-15 
2028  0 0.283367 0.334834 0.189726 0.189726 0.189726 0.189726 2.08167e-15 
2029  0 0.283367 0.334834 0.189726 0.189726 0.189726 0.189726 2.08167e-15 
2030  0 0.283367 0.334834 0.189726 0.189726 0.189726 0.189726 2.08167e-15 
2031  0 0.283367 0.334834 0.189726 0.189726 0.189726 0.189726 2.08167e-15 
2032  0 0.283367 0.334834 0.189726 0.189726 0.189726 0.189726 2.08167e-15 
2033  0 0.283367 0.334834 0.189726 0.189726 0.189726 0.189726 2.08167e-15 
2034  0 0.283367 0.334834 0.189726 0.189726 0.189726 0.189726 2.08167e-15 
2035  0 0.283367 0.334834 0.189726 0.189726 0.189726 0.189726 2.08167e-15 

Total_Biomassgoa_wp
Year B100 Babc Bofl LowCI_Biom Median_Biom Mean_Biom UpperCI_Biom Stdev_Biom 
2022 2.6702e+06 1.95173e+06 1.88523e+06 1.46093e+06 1.46093e+06 1.46093e+06 1.46093e+06 9.0804e-09 
2023 2.6702e+06 1.95173e+06 1.88523e+06 1.27963e+06 1.33728e+06 1.76399e+06 3.30803e+06 2.00155e+06 
2024 2.6702e+06 1.95173e+06 1.88523e+06 1.00234e+06 1.13527e+06 1.64227e+06 3.60516e+06 1.99135e+06 
2025 2.6702e+06 1.95173e+06 1.88523e+06 732083 983122 1.83739e+06 5.00839e+06 3.04496e+06 
2026 2.6702e+06 1.95173e+06 1.88523e+06 568514 917838 1.79615e+06 5.81838e+06 2.45272e+06 
2027 2.6702e+06 1.95173e+06 1.88523e+06 434980 887220 1.99919e+06 7.03881e+06 3.57614e+06 
2028 2.6702e+06 1.95173e+06 1.88523e+06 365886 880894 1.83058e+06 6.61411e+06 2.66055e+06 
2029 2.6702e+06 1.95173e+06 1.88523e+06 311357 905548 2.02409e+06 7.73918e+06 3.37279e+06 
2030 2.6702e+06 1.95173e+06 1.88523e+06 281404 925491 2.01525e+06 6.8399e+06 3.21226e+06 
2031 2.6702e+06 1.95173e+06 1.88523e+06 264075 971524 2.01409e+06 7.34214e+06 3.01707e+06 
2032 2.6702e+06 1.95173e+06 1.88523e+06 256290 943552 2.00202e+06 6.9589e+06 3.14155e+06 
2033 2.6702e+06 1.95173e+06 1.88523e+06 232278 916918 2.04211e+06 7.59757e+06 3.75285e+06 
2034 2.6702e+06 1.95173e+06 1.88523e+06 232114 955996 2.05337e+06 7.79351e+06 3.39458e+06 
2035 2.6702e+06 1.95173e+06 1.88523e+06 219352 956910 2.04029e+06 7.90824e+06 3.43837e+06 
Alternative 4 Alternative  Stock: goa_wp
Catch goa_wp
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2022  0 193957 211168 129754 129754 129754 129754 1.46974e-09 
2023  0 193957 211168 49991.8 49999.5 50056.7 50263.5 268.178 
2024  0 193957 211168 54570.7 54709 55513.8 58376.4 3731.45 
2025  0 193957 211168 47557.4 49126.3 57032 85518.4 36561.4 
2026  0 193957 211168 37891.9 42752.1 59456.8 122076 66035.7 
2027  0 193957 211168 26541.1 36133.1 61914 173947 87756.5 
2028  0 193957 211168 18767.9 33551.8 66329.2 197374 103541 
2029  0 193957 211168 14155.6 32785.1 71953.5 248076 112488 
2030  0 193957 211168 6777.9 29966.6 70338 262998 121097 
2031  0 193957 211168 0 34105.6 73142.8 282618 120764 
2032  0 193957 211168 0 34122.5 74249.8 292964 123812 
2033  0 193957 211168 0 34898.8 74578.6 277141 122078 
2034  0 193957 211168 0 34323.9 73168.1 275236 122876 
2035  0 193957 211168 0 32700.9 73671.2 302761 127118 

Spawning_Biomass goa_wp
Year SSB100 SSBabc SSBofl LowCI_SSB Median_SSB Mean_SSB UpperCI_SSB Stdev_SSB 
2022 476575 190630 166801 248140 248140 248140 248140 1.5134e-09 
2023 476575 190630 166801 232105 232105 232105 232105 2.82307e-09 
2024 476575 190630 166801 240606 240706 241444 244114 3461.39 
2025 476575 190630 166801 242835 243760 248255 264996 20210.5 
2026 476575 190630 166801 228982 234609 258584 345144 106322 
2027 476575 190630 166801 179360 195495 249925 467505 212034 
2028 476575 190630 166801 147810 181646 271122 677911 307435 
2029 476575 190630 166801 118644 170905 284886 726433 362165 
2030 476575 190630 166801 97208.7 164359 303614 890059 408972 
2031 476575 190630 166801 81296.5 167712 310839 1.00691e+06 427693 
2032 476575 190630 166801 72293 168370 320234 1.04367e+06 453796 
2033 476575 190630 166801 67201.5 172754 326556 1.1101e+06 440338 
2034 476575 190630 166801 64185.6 181968 336687 1.13836e+06 457928 
2035 476575 190630 166801 61506.1 181698 338324 1.07859e+06 454289 

Fishing_mortalitygoa_wp
Year F0 Fabc Fofl LowCI_F Median_F Mean_F UpperCI_F Stdev_F 
2022  0 0.283367 0.334834 0.249586 0.249586 0.249586 0.249586 4.35763e-15 
2023  0 0.283367 0.334834 0.0788861 0.0788861 0.0788861 0.0788861 5.82867e-16 
2024  0 0.283367 0.334834 0.0788861 0.0788861 0.0788861 0.0788861 5.82867e-16 
2025  0 0.283367 0.334834 0.0788861 0.0788861 0.0788861 0.0788861 5.82867e-16 
2026  0 0.283367 0.334834 0.0788861 0.0788861 0.0788861 0.0788861 5.82867e-16 
2027  0 0.283367 0.334834 0.0788861 0.0788861 0.0788861 0.0788861 5.82867e-16 
2028  0 0.283367 0.334834 0.0788861 0.0788861 0.0788861 0.0788861 5.82867e-16 
2029  0 0.283367 0.334834 0.0788861 0.0788861 0.0788861 0.0788861 5.82867e-16 
2030  0 0.283367 0.334834 0.0788861 0.0788861 0.0758885 0.0788861 0.0150827 
2031  0 0.283367 0.334834 0 0.0788861 0.0668166 0.0788861 0.028398 
2032  0 0.283367 0.334834 0 0.0788861 0.0627145 0.0788861 0.0318465 
2033  0 0.283367 0.334834 0 0.0788861 0.0605845 0.0788861 0.0332985 
2034  0 0.283367 0.334834 0 0.0788861 0.0596379 0.0788861 0.033881 
2035  0 0.283367 0.334834 0 0.0788861 0.0597957 0.0788861 0.0337865 

Total_Biomassgoa_wp
Year B100 Babc Bofl LowCI_Biom Median_Biom Mean_Biom UpperCI_Biom Stdev_Biom 
2022 2.6702e+06 1.95173e+06 1.88523e+06 1.46093e+06 1.46093e+06 1.46093e+06 1.46093e+06 9.0804e-09 
2023 2.6702e+06 1.95173e+06 1.88523e+06 1.27963e+06 1.33728e+06 1.76399e+06 3.30803e+06 2.00155e+06 
2024 2.6702e+06 1.95173e+06 1.88523e+06 1.05611e+06 1.18904e+06 1.69609e+06 3.65937e+06 1.99147e+06 
2025 2.6702e+06 1.95173e+06 1.88523e+06 824565 1.07612e+06 1.93131e+06 5.10093e+06 3.04745e+06 
2026 2.6702e+06 1.95173e+06 1.88523e+06 684867 1.03972e+06 1.92324e+06 5.95987e+06 2.47383e+06 
2027 2.6702e+06 1.95173e+06 1.88523e+06 554348 1.01905e+06 2.14659e+06 7.15898e+06 3.60718e+06 
2028 2.6702e+06 1.95173e+06 1.88523e+06 475677 1.01991e+06 1.9984e+06 6.9195e+06 2.73443e+06 
2029 2.6702e+06 1.95173e+06 1.88523e+06 405978 1.05095e+06 2.20828e+06 8.16631e+06 3.45164e+06 
2030 2.6702e+06 1.95173e+06 1.88523e+06 371021 1.08383e+06 2.21774e+06 7.2092e+06 3.31835e+06 
2031 2.6702e+06 1.95173e+06 1.88523e+06 340274 1.15198e+06 2.22982e+06 7.58562e+06 3.1341e+06 
2032 2.6702e+06 1.95173e+06 1.88523e+06 328872 1.11366e+06 2.23154e+06 7.68858e+06 3.2701e+06 
2033 2.6702e+06 1.95173e+06 1.88523e+06 302324 1.11108e+06 2.2823e+06 8.36792e+06 3.85913e+06 
2034 2.6702e+06 1.95173e+06 1.88523e+06 305479 1.14893e+06 2.30318e+06 8.3271e+06 3.51652e+06 
2035 2.6702e+06 1.95173e+06 1.88523e+06 288357 1.14646e+06 2.29644e+06 8.33857e+06 3.56685e+06 
Alternative 5 Alternative  Stock: goa_wp
Catch goa_wp
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2022  0 193957 211168 129754 129754 129754 129754 1.46974e-09 
2023  0 193957 211168 0 0 0 0 0 
2024  0 193957 211168 0 0 0 0 0 
2025  0 193957 211168 0 0 0 0 0 
2026  0 193957 211168 0 0 0 0 0 
2027  0 193957 211168 0 0 0 0 0 
2028  0 193957 211168 0 0 0 0 0 
2029  0 193957 211168 0 0 0 0 0 
2030  0 193957 211168 0 0 0 0 0 
2031  0 193957 211168 0 0 0 0 0 
2032  0 193957 211168 0 0 0 0 0 
2033  0 193957 211168 0 0 0 0 0 
2034  0 193957 211168 0 0 0 0 0 
2035  0 193957 211168 0 0 0 0 0 

Spawning_Biomass goa_wp
Year SSB100 SSBabc SSBofl LowCI_SSB Median_SSB Mean_SSB UpperCI_SSB Stdev_SSB 
2022 476575 190630 166801 248140 248140 248140 248140 1.5134e-09 
2023 476575 190630 166801 234306 234306 234306 234306 4.33647e-09 
2024 476575 190630 166801 254288 254388 255127 257799 3464.21 
2025 476575 190630 166801 270271 271203 275733 292626 20384 
2026 476575 190630 166801 271074 276895 301718 391938 110530 
2027 476575 190630 166801 225713 242805 301525 541293 230783 
2028 476575 190630 166801 195392 233033 333139 807946 349032 
2029 476575 190630 166801 163484 222006 354827 901482 421963 
2030 476575 190630 166801 136708 217895 382433 1.09214e+06 490273 
2031 476575 190630 166801 113076 217199 395817 1.22096e+06 521495 
2032 476575 190630 166801 98548.3 225150 412096 1.31821e+06 564988 
2033 476575 190630 166801 86910.2 231126 422696 1.42152e+06 555772 
2034 476575 190630 166801 80767.3 236318 437529 1.46406e+06 580291 
2035 476575 190630 166801 75697.8 248388 441614 1.41638e+06 578570 

Fishing_mortalitygoa_wp
Year F0 Fabc Fofl LowCI_F Median_F Mean_F UpperCI_F Stdev_F 
2022  0 0.283367 0.334834 0.249586 0.249586 0.249586 0.249586 4.35763e-15 
2023  0 0.283367 0.334834 0 0 0 0 0 
2024  0 0.283367 0.334834 0 0 0 0 0 
2025  0 0.283367 0.334834 0 0 0 0 0 
2026  0 0.283367 0.334834 0 0 0 0 0 
2027  0 0.283367 0.334834 0 0 0 0 0 
2028  0 0.283367 0.334834 0 0 0 0 0 
2029  0 0.283367 0.334834 0 0 0 0 0 
2030  0 0.283367 0.334834 0 0 0 0 0 
2031  0 0.283367 0.334834 0 0 0 0 0 
2032  0 0.283367 0.334834 0 0 0 0 0 
2033  0 0.283367 0.334834 0 0 0 0 0 
2034  0 0.283367 0.334834 0 0 0 0 0 
2035  0 0.283367 0.334834 0 0 0 0 0 

Total_Biomassgoa_wp
Year B100 Babc Bofl LowCI_Biom Median_Biom Mean_Biom UpperCI_Biom Stdev_Biom 
2022 2.6702e+06 1.95173e+06 1.88523e+06 1.46093e+06 1.46093e+06 1.46093e+06 1.46093e+06 9.0804e-09 
2023 2.6702e+06 1.95173e+06 1.88523e+06 1.27963e+06 1.33728e+06 1.76399e+06 3.30803e+06 2.00155e+06 
2024 2.6702e+06 1.95173e+06 1.88523e+06 1.09699e+06 1.22992e+06 1.737e+06 3.70056e+06 1.99155e+06 
2025 2.6702e+06 1.95173e+06 1.88523e+06 900112 1.15203e+06 2.00789e+06 5.17652e+06 3.04924e+06 
2026 2.6702e+06 1.95173e+06 1.88523e+06 786831 1.14439e+06 2.03382e+06 6.07334e+06 2.48974e+06 
2027 2.6702e+06 1.95173e+06 1.88523e+06 667727 1.13661e+06 2.2819e+06 7.4944e+06 3.63242e+06 
2028 2.6702e+06 1.95173e+06 1.88523e+06 588968 1.15305e+06 2.15709e+06 7.05078e+06 2.79797e+06 
2029 2.6702e+06 1.95173e+06 1.88523e+06 512645 1.19732e+06 2.38595e+06 8.66966e+06 3.52563e+06 
2030 2.6702e+06 1.95173e+06 1.88523e+06 464359 1.24455e+06 2.41635e+06 7.61472e+06 3.4218e+06 
2031 2.6702e+06 1.95173e+06 1.88523e+06 417716 1.31563e+06 2.4428e+06 8.45311e+06 3.25562e+06 
2032 2.6702e+06 1.95173e+06 1.88523e+06 395491 1.29481e+06 2.45914e+06 7.9615e+06 3.40689e+06 
2033 2.6702e+06 1.95173e+06 1.88523e+06 372638 1.29288e+06 2.52011e+06 9.10318e+06 3.97564e+06 
2034 2.6702e+06 1.95173e+06 1.88523e+06 360840 1.31349e+06 2.54972e+06 9.01365e+06 3.65316e+06 
2035 2.6702e+06 1.95173e+06 1.88523e+06 347434 1.32678e+06 2.54797e+06 9.20989e+06 3.71157e+06 
Alternative 6 Alternative  Stock: goa_wp
Catch goa_wp
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2022  0 193957 211168 129754 129754 129754 129754 1.46974e-09 
2023  0 193957 211168 195798 195831 196073 196951 1138.1 
2024  0 193957 211168 182043 182628 186027 198114 15758.4 
2025  0 193957 211168 121504 127911 161118 284633 149380 
2026  0 193957 211168 66219 82582.3 147961 392886 247258 
2027  0 193957 211168 30480.8 54552.1 150645 536122 310586 
2028  0 193957 211168 17523.2 51398.8 165696 605238 341293 
2029  0 193957 211168 11406.3 49928.2 181196 782533 358488 
2030  0 193957 211168 6535.17 47953 178305 752830 374337 
2031  0 193957 211168 6485.38 53679.7 181415 757624 356113 
2032  0 193957 211168 5769.75 56751.5 188825 760379 368699 
2033  0 193957 211168 5712.16 56620.6 190209 829664 360721 
2034  0 193957 211168 5491.45 53292 187710 778102 359141 
2035  0 193957 211168 5483.3 49491 188667 831172 381380 

Spawning_Biomass goa_wp
Year SSB100 SSBabc SSBofl LowCI_SSB Median_SSB Mean_SSB UpperCI_SSB Stdev_SSB 
2022 476575 190630 166801 248140 248140 248140 248140 1.5134e-09 
2023 476575 190630 166801 225178 225178 225178 225178 2.99769e-09 
2024 476575 190630 166801 202889 202988 203724 206387 3452.25 
2025 476575 190630 166801 176230 177092 181384 197088 19546.8 
2026 476575 190630 166801 142256 147046 167811 239831 93028.1 
2027 476575 190630 166801 100713 113646 155026 319711 160410 
2028 476575 190630 166801 80284.4 106133 166376 424412 208451 
2029 476575 190630 166801 65001.7 102564 172571 454229 230227 
2030 476575 190630 166801 54997.5 100435 180328 585703 245336 
2031 476575 190630 166801 48578.8 103657 179242 574770 251785 
2032 476575 190630 166801 45324.9 103149 180542 560253 251946 
2033 476575 190630 166801 43310.1 105204 182340 570545 244724 
2034 476575 190630 166801 42231.8 104123 185338 615555 251735 
2035 476575 190630 166801 41747.7 101471 183239 573796 246881 

Fishing_mortalitygoa_wp
Year F0 Fabc Fofl LowCI_F Median_F Mean_F UpperCI_F Stdev_F 
2022  0 0.283367 0.334834 0.249586 0.249586 0.249586 0.249586 4.35763e-15 
2023  0 0.283367 0.334834 0.334834 0.334834 0.334834 0.334834 4.16334e-15 
