"","model","par","est","se","year"
"70","TMB-Mod2: Log-AR1-Age","Espawnbio",0.4371887824955,0.00172590398726542,1986
"71","TMB-Mod2: Log-AR1-Age","Espawnbio",0.409281708886856,0.00151988208225022,1987
"72","TMB-Mod2: Log-AR1-Age","Espawnbio",0.412476106261691,0.00140221911759171,1988
"73","TMB-Mod2: Log-AR1-Age","Espawnbio",0.426875508124497,0.00122413042430682,1989
"74","TMB-Mod2: Log-AR1-Age","Espawnbio",0.437090767404847,0.00118277131336385,1990
"75","TMB-Mod2: Log-AR1-Age","Espawnbio",0.428437643763902,0.00119048967873855,1991
"76","TMB-Mod2: Log-AR1-Age","Espawnbio",0.385620405040223,0.00105679178593052,1992
"77","TMB-Mod2: Log-AR1-Age","Espawnbio",0.408084644570387,0.00116129251940358,1993
"78","TMB-Mod2: Log-AR1-Age","Espawnbio",0.469803213214362,0.00140819633173373,1994
"79","TMB-Mod2: Log-AR1-Age","Espawnbio",0.388306058899347,0.00129928851081679,1995
"80","TMB-Mod2: Log-AR1-Age","Espawnbio",0.357435495329458,0.00119816086929081,1996
"81","TMB-Mod2: Log-AR1-Age","Espawnbio",0.31656519009877,0.00109345224942994,1997
"82","TMB-Mod2: Log-AR1-Age","Espawnbio",0.244832475611282,0.00106889175398165,1998
"83","TMB-Mod2: Log-AR1-Age","Espawnbio",0.22499078333634,0.00139661633317725,1999
"84","TMB-Mod2: Log-AR1-Age","Espawnbio",0.211457332815476,0.00154970131230337,2000
"85","TMB-Mod2: Log-AR1-Age","Espawnbio",0.197484723506868,0.00158600327907122,2001
"86","TMB-Mod2: Log-AR1-Age","Espawnbio",0.167938018289917,0.0013996188344036,2002
"87","TMB-Mod2: Log-AR1-Age","Espawnbio",0.158145169084768,0.0010612681425421,2003
"88","TMB-Mod2: Log-AR1-Age","Espawnbio",0.18065352969778,0.000769547653846457,2004
"89","TMB-Mod2: Log-AR1-Age","Espawnbio",0.224385325377468,0.000941333563628613,2005
"90","TMB-Mod2: Log-AR1-Age","Espawnbio",0.245617637677575,0.000944213562008081,2006
"91","TMB-Mod2: Log-AR1-Age","Espawnbio",0.220102585642858,0.000840696837965563,2007
"92","TMB-Mod2: Log-AR1-Age","Espawnbio",0.221962216600075,0.000776560011087556,2008
"93","TMB-Mod2: Log-AR1-Age","Espawnbio",0.221821289858639,0.000675393651690525,2009
"94","TMB-Mod2: Log-AR1-Age","Espawnbio",0.308314599377596,0.000705826330406518,2010
"95","TMB-Mod2: Log-AR1-Age","Espawnbio",0.363261855248924,0.000726367315501254,2011
"96","TMB-Mod2: Log-AR1-Age","Espawnbio",0.389403276170105,0.000763345794380326,2012
"97","TMB-Mod2: Log-AR1-Age","Espawnbio",0.420994697263102,0.000889443981311211,2013
"98","TMB-Mod2: Log-AR1-Age","Espawnbio",0.322902051810258,0.000678576406856697,2014
"99","TMB-Mod2: Log-AR1-Age","Espawnbio",0.296985061836656,0.000716017675597296,2015
"100","TMB-Mod2: Log-AR1-Age","Espawnbio",0.309811690057886,0.000689406016521275,2016
"101","TMB-Mod2: Log-AR1-Age","Espawnbio",0.420575387365707,0.00126873762258401,2017
"102","TMB-Mod2: Log-AR1-Age","Espawnbio",0.408956466314682,0.00144582951619456,2018
"103","TMB-Mod2: Log-AR1-Age","Espawnbio",0.326607933191229,0.00120428255232481,2019
"104","TMB-Mod2: Log-AR1-Age","Espawnbio",0.23855681432424,0.000858937240740219,2020
"105","TMB-Mod2: Log-AR1-Age","Espawnbio",0.253940422698443,0.000826617099545686,2021
"106","TMB-Mod2: Log-AR1-Age","Espawnbio",0.249169449438652,0.000842340615204895,2022
"107","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.125868400961729,NA,1970
"108","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.120090832566676,NA,1971
"109","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.110742110172716,NA,1972
"110","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.0939878570912434,NA,1973
"111","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.0854257137192112,NA,1974
"112","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.091792385577846,NA,1975
"113","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.122412773049185,NA,1976
"114","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.13899744123956,NA,1977
"115","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.128359032469476,NA,1978
"116","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.136210808042722,NA,1979
"117","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.189468914512931,NA,1980
"118","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.207789173527671,NA,1981
"119","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.33626009921751,NA,1982
"120","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.470410303851306,NA,1983
"121","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.525691532333481,NA,1984
"122","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.481070841307308,NA,1985
"123","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.437188697837309,NA,1986
"124","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.40928161489203,NA,1987
"125","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.412475996941935,NA,1988
"126","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.426875384740153,NA,1989
"127","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.437090600239503,NA,1990
"128","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.428437422929981,NA,1991
"129","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.38562018072175,NA,1992
"130","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.408084396954576,NA,1993
"131","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.469802930535995,NA,1994
"132","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.388305779709772,NA,1995
"133","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.357435236275162,NA,1996
"134","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.316564942172321,NA,1997
"135","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.24483220499505,NA,1998
"136","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.224990421064903,NA,1999
"137","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.211456932912815,NA,2000
"138","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.197484314333603,NA,2001
"139","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.167937655027823,NA,2002
"140","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.158144899264611,NA,2003
"141","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.180653346337782,NA,2004
"142","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.224385100588766,NA,2005
"143","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.245617428057129,NA,2006
"144","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.220102399297661,NA,2007
"145","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.221962048330512,NA,2008
"146","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.221821142071837,NA,2009
"147","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.3083144537561,NA,2010
"148","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.363261716415447,NA,2011
"149","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.389403148763089,NA,2012
"150","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.42099455246543,NA,2013
"151","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.32290194608466,NA,2014
"152","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.29698493760981,NA,2015
"153","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.30981158405175,NA,2016
"154","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.420575260381748,NA,2017
"155","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.408956329289046,NA,2018
"156","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.326607823903283,NA,2019
"157","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.238556727530696,NA,2020
"158","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.25394031706804,NA,2021
"159","TMB-Mod3: Log-AR1-Yr","Espawnbio",0.249169308814557,NA,2022
"160","TMB-Mod4: Log-2D-AR1","Espawnbio",0.125885656579132,4.62269096345315e-05,1970
"161","TMB-Mod4: Log-2D-AR1","Espawnbio",0.120171156501249,0.000178015222728563,1971
"162","TMB-Mod4: Log-2D-AR1","Espawnbio",0.110926998649152,0.000342156243862227,1972
"163","TMB-Mod4: Log-2D-AR1","Espawnbio",0.0944756204738057,0.00081341443379015,1973
"164","TMB-Mod4: Log-2D-AR1","Espawnbio",0.0863585884439144,0.00117234002964997,1974
"165","TMB-Mod4: Log-2D-AR1","Espawnbio",0.0933014122322356,0.00132689742672323,1975
"166","TMB-Mod4: Log-2D-AR1","Espawnbio",0.124539515988301,0.00136328676669694,1976
"167","TMB-Mod4: Log-2D-AR1","Espawnbio",0.141139312244336,0.0019412202844166,1977
"168","TMB-Mod4: Log-2D-AR1","Espawnbio",0.130073563646807,0.00264654277970702,1978
"169","TMB-Mod4: Log-2D-AR1","Espawnbio",0.138156745420542,0.00260002863939348,1979
"170","TMB-Mod4: Log-2D-AR1","Espawnbio",0.19272148503199,0.00252928535767132,1980
"171","TMB-Mod4: Log-2D-AR1","Espawnbio",0.212647105094623,0.00229454644797961,1981
"172","TMB-Mod4: Log-2D-AR1","Espawnbio",0.344377589326162,0.0027550718606946,1982
"173","TMB-Mod4: Log-2D-AR1","Espawnbio",0.477872851083438,0.00339033144795711,1983
"174","TMB-Mod4: Log-2D-AR1","Espawnbio",0.529470784033766,0.00489747174245165,1984
"175","TMB-Mod4: Log-2D-AR1","Espawnbio",0.482304114280286,0.00641778831182377,1985
"176","TMB-Mod4: Log-2D-AR1","Espawnbio",0.4405488631184,0.00714986057611878,1986
"177","TMB-Mod4: Log-2D-AR1","Espawnbio",0.412972667402504,0.00657194109610322,1987
"178","TMB-Mod4: Log-2D-AR1","Espawnbio",0.41664307371599,0.00603891252508307,1988
"179","TMB-Mod4: Log-2D-AR1","Espawnbio",0.431314992355716,0.00474165056657196,1989
"180","TMB-Mod4: Log-2D-AR1","Espawnbio",0.442735801896233,0.00426047124650608,1990
"181","TMB-Mod4: Log-2D-AR1","Espawnbio",0.435531974956265,0.00409741649779794,1991
"182","TMB-Mod4: Log-2D-AR1","Espawnbio",0.394851053190943,0.00338624133726179,1992
"183","TMB-Mod4: Log-2D-AR1","Espawnbio",0.425009690337819,0.00327321678815624,1993
"184","TMB-Mod4: Log-2D-AR1","Espawnbio",0.498121477595873,0.00369741054710663,1994
"185","TMB-Mod4: Log-2D-AR1","Espawnbio",0.41455658377901,0.00329351033706287,1995
"186","TMB-Mod4: Log-2D-AR1","Espawnbio",0.382416660389207,0.00308376727416902,1996
"187","TMB-Mod4: Log-2D-AR1","Espawnbio",0.33881958198257,0.00287819088522222,1997
"188","TMB-Mod4: Log-2D-AR1","Espawnbio",0.262009534424444,0.00285897278962702,1998
"189","TMB-Mod4: Log-2D-AR1","Espawnbio",0.243224705918956,0.00321730719079995,1999
"190","TMB-Mod4: Log-2D-AR1","Espawnbio",0.231583897555689,0.00322689007822245,2000
"191","TMB-Mod4: Log-2D-AR1","Espawnbio",0.217813933571024,0.00329780749094705,2001
"192","TMB-Mod4: Log-2D-AR1","Espawnbio",0.183677355662562,0.00287320662455716,2002
"193","TMB-Mod4: Log-2D-AR1","Espawnbio",0.171066039741464,0.00259776035143182,2003
"194","TMB-Mod4: Log-2D-AR1","Espawnbio",0.187378926669497,0.00198952838932535,2004
"195","TMB-Mod4: Log-2D-AR1","Espawnbio",0.227315353139382,0.00218906936669928,2005
"196","TMB-Mod4: Log-2D-AR1","Espawnbio",0.243566453573808,0.00266957366204336,2006
"197","TMB-Mod4: Log-2D-AR1","Espawnbio",0.21589288143031,0.00275094411833446,2007
"198","TMB-Mod4: Log-2D-AR1","Espawnbio",0.215812066824781,0.00282728870222094,2008
"199","TMB-Mod4: Log-2D-AR1","Espawnbio",0.215015772754563,0.00257287835086619,2009
"200","TMB-Mod4: Log-2D-AR1","Espawnbio",0.297214387811765,0.00232597200811837,2010
"201","TMB-Mod4: Log-2D-AR1","Espawnbio",0.348602592459977,0.00215314344314981,2011
"202","TMB-Mod4: Log-2D-AR1","Espawnbio",0.372908340505188,0.00231765535770211,2012
"203","TMB-Mod4: Log-2D-AR1","Espawnbio",0.403959572863972,0.00293514399733931,2013
"204","TMB-Mod4: Log-2D-AR1","Espawnbio",0.312181625221843,0.00263565817133001,2014
"205","TMB-Mod4: Log-2D-AR1","Espawnbio",0.292982004476756,0.00307328982178783,2015
"206","TMB-Mod4: Log-2D-AR1","Espawnbio",0.312037620475853,0.00249453254523759,2016
"207","TMB-Mod4: Log-2D-AR1","Espawnbio",0.422807794797554,0.00316627561348436,2017
"208","TMB-Mod4: Log-2D-AR1","Espawnbio",0.408824353118572,0.00409883663085278,2018
"209","TMB-Mod4: Log-2D-AR1","Espawnbio",0.32526586320373,0.00438981217804799,2019
"210","TMB-Mod4: Log-2D-AR1","Espawnbio",0.237397423893213,0.00340722518420542,2020
"211","TMB-Mod4: Log-2D-AR1","Espawnbio",0.250639656411432,0.00398262974954493,2021
"212","TMB-Mod4: Log-2D-AR1","Espawnbio",0.242962705682138,0.00385894412995262,2022
"213","TMB-Mod5: AR1-Age","Espawnbio",0.12586754464302,0.000751327902013415,1970
"214","TMB-Mod5: AR1-Age","Espawnbio",0.120091271608739,0.00382861534059008,1971
"215","TMB-Mod5: AR1-Age","Espawnbio",0.110739888057679,0.00849256770391604,1972
"216","TMB-Mod5: AR1-Age","Espawnbio",0.0939794564136144,0.0162618092282363,1973
"217","TMB-Mod5: AR1-Age","Espawnbio",0.0854048467981132,0.0173380633374278,1974
"218","TMB-Mod5: AR1-Age","Espawnbio",0.0918102401037161,0.00978761020531449,1975
"219","TMB-Mod5: AR1-Age","Espawnbio",0.12243558504198,0.000487681710381303,1976
"220","TMB-Mod5: AR1-Age","Espawnbio",0.139247296793143,0.0123084509044542,1977
"221","TMB-Mod5: AR1-Age","Espawnbio",0.128583886551406,0.01018356454481,1978
"222","TMB-Mod5: AR1-Age","Espawnbio",0.136267722902421,0.00314665745356201,1979
"223","TMB-Mod5: AR1-Age","Espawnbio",0.189575340286132,0.00217151819320972,1980
"224","TMB-Mod5: AR1-Age","Espawnbio",0.207929200868363,0.0166702496367488,1981
"225","TMB-Mod5: AR1-Age","Espawnbio",0.336445164100728,0.00707279887175229,1982
"226","TMB-Mod5: AR1-Age","Espawnbio",0.470777781254952,0.00413413538207067,1983
"227","TMB-Mod5: AR1-Age","Espawnbio",0.526127621175032,0.022821612425593,1984
"228","TMB-Mod5: AR1-Age","Espawnbio",0.481368769535663,0.103716120574098,1985
"229","TMB-Mod5: AR1-Age","Espawnbio",0.437527564297486,0.175413492152448,1986
"230","TMB-Mod5: AR1-Age","Espawnbio",0.409512765935715,0.213247044289824,1987
"231","TMB-Mod5: AR1-Age","Espawnbio",0.412688310826461,0.217099701668988,1988
"232","TMB-Mod5: AR1-Age","Espawnbio",0.427062562043169,0.16562748397501,1989
"233","TMB-Mod5: AR1-Age","Espawnbio",0.437253841907375,0.149504165698092,1990
"234","TMB-Mod5: AR1-Age","Espawnbio",0.428525189441354,0.142699982457518,1991
"235","TMB-Mod5: AR1-Age","Espawnbio",0.38564243433991,0.128555601573651,1992
"236","TMB-Mod5: AR1-Age","Espawnbio",0.408184059471778,0.164715655742562,1993
"237","TMB-Mod5: AR1-Age","Espawnbio",0.470032668171321,0.166253182555005,1994
"238","TMB-Mod5: AR1-Age","Espawnbio",0.388463273208078,0.100963803513423,1995
"239","TMB-Mod5: AR1-Age","Espawnbio",0.357552217368387,0.0817104518978533,1996
"240","TMB-Mod5: AR1-Age","Espawnbio",0.316634782960481,0.112940022825822,1997
"241","TMB-Mod5: AR1-Age","Espawnbio",0.244817241141053,0.15604363173135,1998
"242","TMB-Mod5: AR1-Age","Espawnbio",0.225079412949079,0.133734269712854,1999
"243","TMB-Mod5: AR1-Age","Espawnbio",0.211593371237282,0.0816172187920242,2000
"244","TMB-Mod5: AR1-Age","Espawnbio",0.197587375001957,0.0483107996014697,2001
"245","TMB-Mod5: AR1-Age","Espawnbio",0.167985506241488,0.0325246953844332,2002
"246","TMB-Mod5: AR1-Age","Espawnbio",0.158194223902862,0.043456601605867,2003
"247","TMB-Mod5: AR1-Age","Espawnbio",0.180706447739936,0.0326250643333753,2004
"248","TMB-Mod5: AR1-Age","Espawnbio",0.224509284032666,0.0306027058187928,2005
"249","TMB-Mod5: AR1-Age","Espawnbio",0.245731079831202,0.0227600452490622,2006
"250","TMB-Mod5: AR1-Age","Espawnbio",0.220146499853902,0.0316322289079795,2007
"251","TMB-Mod5: AR1-Age","Espawnbio",0.221992612512922,0.0678281269983834,2008
"252","TMB-Mod5: AR1-Age","Espawnbio",0.221827708383493,0.0995776042533126,2009
"253","TMB-Mod5: AR1-Age","Espawnbio",0.308353497549188,0.0826355561676333,2010
"254","TMB-Mod5: AR1-Age","Espawnbio",0.36335243369876,0.044656619559553,2011
"255","TMB-Mod5: AR1-Age","Espawnbio",0.389550779992846,0.0221342171259761,2012
"256","TMB-Mod5: AR1-Age","Espawnbio",0.421162365345746,0.0306889329000518,2013
"257","TMB-Mod5: AR1-Age","Espawnbio",0.322975213283228,0.0718361274652705,2014
"258","TMB-Mod5: AR1-Age","Espawnbio",0.297118645339952,0.140459587860371,2015
"259","TMB-Mod5: AR1-Age","Espawnbio",0.309633980879442,0.108094742088791,2016
"260","TMB-Mod5: AR1-Age","Espawnbio",0.420754475077733,0.0809636462581555,2017
"261","TMB-Mod5: AR1-Age","Espawnbio",0.40915668099704,0.0506687877424644,2018
"262","TMB-Mod5: AR1-Age","Espawnbio",0.326552817316635,0.0287853676953337,2019
"263","TMB-Mod5: AR1-Age","Espawnbio",0.238477385191718,0.0638082797386909,2020
"264","TMB-Mod5: AR1-Age","Espawnbio",0.253813011334718,0.231517980418467,2021
"265","TMB-Mod5: AR1-Age","Espawnbio",0.249153368111396,0.245555685321339,2022
"266","TMB-Mod6: AR1-Yr","Espawnbio",0.126100467831968,2.5181829990944e-05,1970
"267","TMB-Mod6: AR1-Yr","Espawnbio",0.121405842174642,0.000118150835187727,1971
"268","TMB-Mod6: AR1-Yr","Espawnbio",0.114602367170936,0.000166467715633113,1972
"269","TMB-Mod6: AR1-Yr","Espawnbio",0.105058883807832,0.000356208303386385,1973
"270","TMB-Mod6: AR1-Yr","Espawnbio",0.104504125159124,0.00042652776774986,1974
"271","TMB-Mod6: AR1-Yr","Espawnbio",0.115335437862213,0.000609132937966734,1975
"272","TMB-Mod6: AR1-Yr","Espawnbio",0.144937778646392,0.00086542765206822,1976
"273","TMB-Mod6: AR1-Yr","Espawnbio",0.170302592381599,0.00119924578597663,1977
"274","TMB-Mod6: AR1-Yr","Espawnbio",0.17559517762642,0.00143782838285875,1978
"275","TMB-Mod6: AR1-Yr","Espawnbio",0.189168461772292,0.00150886375715675,1979
"276","TMB-Mod6: AR1-Yr","Espawnbio",0.242799768369426,0.00170552159845667,1980
"277","TMB-Mod6: AR1-Yr","Espawnbio",0.254914545799969,0.00154990372447941,1981
"278","TMB-Mod6: AR1-Yr","Espawnbio",0.382015410691809,0.0019692675163688,1982
"279","TMB-Mod6: AR1-Yr","Espawnbio",0.510370478521581,0.00269778835543511,1983
"280","TMB-Mod6: AR1-Yr","Espawnbio",0.567005434831765,0.00382016875209377,1984
"281","TMB-Mod6: AR1-Yr","Espawnbio",0.542524005494914,0.00485426148945352,1985
"282","TMB-Mod6: AR1-Yr","Espawnbio",0.516623137303537,0.00545598429843654,1986
"283","TMB-Mod6: AR1-Yr","Espawnbio",0.476763577331004,0.00512507440696693,1987
"284","TMB-Mod6: AR1-Yr","Espawnbio",0.465752680634938,0.00487421155742698,1988
"285","TMB-Mod6: AR1-Yr","Espawnbio",0.450589098046904,0.00430642147390509,1989
"286","TMB-Mod6: AR1-Yr","Espawnbio",0.454116613411396,0.00407922209004208,1990
"287","TMB-Mod6: AR1-Yr","Espawnbio",0.450096940723775,0.00384591345140973,1991
"288","TMB-Mod6: AR1-Yr","Espawnbio",0.41051047457361,0.00312692758589813,1992
"289","TMB-Mod6: AR1-Yr","Espawnbio",0.434365364696112,0.00296841682330259,1993
"290","TMB-Mod6: AR1-Yr","Espawnbio",0.497850993792034,0.00340659153477128,1994
"291","TMB-Mod6: AR1-Yr","Espawnbio",0.410606215676858,0.00308623708813999,1995
"292","TMB-Mod6: AR1-Yr","Espawnbio",0.378506342945337,0.0028774609976454,1996
"293","TMB-Mod6: AR1-Yr","Espawnbio",0.339130849060836,0.00260227805016291,1997
"294","TMB-Mod6: AR1-Yr","Espawnbio",0.271376965836607,0.00227193892066031,1998
"295","TMB-Mod6: AR1-Yr","Espawnbio",0.254142588502263,0.00253986116153569,1999
"296","TMB-Mod6: AR1-Yr","Espawnbio",0.241110646426228,0.00269422035332543,2000
"297","TMB-Mod6: AR1-Yr","Espawnbio",0.234178730716624,0.00267375331426256,2001
"298","TMB-Mod6: AR1-Yr","Espawnbio",0.203571932087041,0.00232100962362683,2002
"299","TMB-Mod6: AR1-Yr","Espawnbio",0.18898560088664,0.0020010254263814,2003
"300","TMB-Mod6: AR1-Yr","Espawnbio",0.192148937900428,0.00164129115551462,2004
"301","TMB-Mod6: AR1-Yr","Espawnbio",0.2292981471086,0.00192955769757267,2005
"302","TMB-Mod6: AR1-Yr","Espawnbio",0.247482463816532,0.00229269874113977,2006
